Countries and areas,OOSR,Age_group,Gender,High_OOSR,Region
Bosnia and Herzegovina,0,Primary,Female,0,Europe
Botswana,10,Primary,Female,0,Africa
Brazil,1,Primary,Female,0,Americas
British Virgin Islands,3,Primary,Female,0,Americas
Brunei,0,Primary,Female,0,Asia
Bulgaria,13,Primary,Female,0,Europe
Burkina Faso,22,Primary,Female,0,Africa
Burundi,6,Primary,Female,0,Africa
Cape Verde,7,Primary,Female,0,Africa
Cambodia,9,Primary,Female,0,Asia
Cameroon,13,Primary,Female,0,Africa
Canada,0,Primary,Female,0,Americas
Central African Republic,0,Primary,Female,0,Africa
Chad,35,Primary,Female,0,Africa
Chile,2,Primary,Female,0,Americas
China,0,Primary,Female,0,Asia
Colombia,2,Primary,Female,0,Americas
Comoros,18,Primary,Female,0,Africa
Republic of the Congo,16,Primary,Female,0,Africa
Cook Islands,2,Primary,Female,0,Oceania
Costa Rica,3,Primary,Female,0,Americas
Ivory Coast,8,Primary,Female,0,Africa
Croatia,0,Primary,Female,0,Europe
Cuba,1,Primary,Female,0,Americas
Cyprus,1,Primary,Female,0,Asia
Czech Republic,0,Primary,Female,0,Europe
North Korea,0,Primary,Female,0,Asia
Democratic Republic of the Congo,0,Primary,Female,0,Africa
Denmark,0,Primary,Female,0,Europe
Djibouti,35,Primary,Female,0,Africa
Dominica,3,Primary,Female,0,Americas
Dominican Republic,4,Primary,Female,0,Americas
Ecuador,0,Primary,Female,0,Americas
Egypt,0,Primary,Female,0,Africa
El Salvador,13,Primary,Female,0,Americas
Equatorial Guinea,55,Primary,Female,1,Africa
Eritrea,50,Primary,Female,0,Africa
Estonia,2,Primary,Female,0,Europe
Eswatini,17,Primary,Female,0,Africa
Ethiopia,18,Primary,Female,0,Africa
Fiji,1,Primary,Female,0,Oceania
Finland,1,Primary,Female,0,Europe
France,0,Primary,Female,0,Europe
Gabon,0,Primary,Female,0,Africa
The Gambia,10,Primary,Female,0,Africa
Georgia,2,Primary,Female,0,Asia
Germany,0,Primary,Female,0,Europe
Ghana,0,Primary,Female,0,Africa
Greece,1,Primary,Female,0,Europe
Grenada,0,Primary,Female,0,Americas
Guatemala,10,Primary,Female,0,Americas
Guinea,29,Primary,Female,0,Africa
Guinea0Bissau,0,Primary,Female,0,Africa
Guyana,0,Primary,Female,0,Americas
Haiti,0,Primary,Female,0,Americas
Vatican City,0,Primary,Female,0,Europe
Honduras,14,Primary,Female,0,Americas
Hungary,5,Primary,Female,0,Europe
Iceland,1,Primary,Female,0,Europe
India,1,Primary,Female,0,Asia
Indonesia,8,Primary,Female,0,Asia
Iran,0,Primary,Female,0,Asia
Iraq,0,Primary,Female,0,Asia
Republic of Ireland,0,Primary,Female,0,Europe
Israel,0,Primary,Female,0,Asia
Italy,3,Primary,Female,0,Europe
Jamaica,0,Primary,Female,0,Americas
Japan,0,Primary,Female,0,Asia
Jordan,19,Primary,Female,0,Asia
Kazakhstan,9,Primary,Female,0,Asia
Kenya,0,Primary,Female,0,Africa
Kiribati,0,Primary,Female,0,Oceania
Kuwait,1,Primary,Female,0,Asia
Kyrgyzstan,0,Primary,Female,0,Asia
Laos,9,Primary,Female,0,Asia
Latvia,1,Primary,Female,0,Europe
Lebanon,0,Primary,Female,0,Asia
Lesotho,2,Primary,Female,0,Africa
Liberia,21,Primary,Female,0,Africa
Libya,0,Primary,Female,0,Africa
Liechtenstein,2,Primary,Female,0,Europe
Lithuania,0,Primary,Female,0,Europe
Luxembourg,1,Primary,Female,0,Europe
Madagascar,0,Primary,Female,0,Africa
Malawi,0,Primary,Female,0,Africa
Malaysia,0,Primary,Female,0,Asia
Maldives,1,Primary,Female,0,Asia
Mali,44,Primary,Female,0,Africa
Malta,0,Primary,Female,0,Europe
Marshall Islands,27,Primary,Female,0,Oceania
Mauritania,21,Primary,Female,0,Africa
Mauritius,1,Primary,Female,0,Africa
Mexico,0,Primary,Female,0,Americas
Federated States of Micronesia,11,Primary,Female,0,Oceania
Monaco,0,Primary,Female,0,Europe
Mongolia,3,Primary,Female,0,Asia
Montenegro,3,Primary,Female,0,Europe
Montserrat,15,Primary,Female,0,Americas
Morocco,3,Primary,Female,0,Africa
Mozambique,4,Primary,Female,0,Africa
Myanmar,0,Primary,Female,0,Asia
Namibia,0,Primary,Female,0,Africa
Nauru,0,Primary,Female,0,Oceania
Nepal,0,Primary,Female,0,Asia
Netherlands,1,Primary,Female,0,Europe
New Zealand,1,Primary,Female,0,Oceania
Nicaragua,0,Primary,Female,0,Americas
Niger,45,Primary,Female,0,Africa
Nigeria,0,Primary,Female,0,Africa
Niue,0,Primary,Female,0,Oceania
North Macedonia,1,Primary,Female,0,Europe
Norway,0,Primary,Female,0,Europe
Oman,0,Primary,Female,0,Asia
Pakistan,0,Primary,Female,0,Asia
Palau,0,Primary,Female,0,Oceania
Panama,14,Primary,Female,0,Americas
Papua New Guinea,10,Primary,Female,0,Oceania
Paraguay,0,Primary,Female,0,Americas
Peru,0,Primary,Female,0,Americas
Philippines,3,Primary,Female,0,Asia
Poland,2,Primary,Female,0,Europe
Portugal,1,Primary,Female,0,Europe
Qatar,0,Primary,Female,0,Asia
South Korea,1,Primary,Female,0,Asia
Moldova,11,Primary,Female,0,Europe
Romania,13,Primary,Female,0,Europe
Russia,0,Primary,Female,0,Europe
Rwanda,6,Primary,Female,0,Africa
Saint Kitts and Nevis,0,Primary,Female,0,Americas
Saint Lucia,0,Primary,Female,0,Americas
Saint Vincent and the Grenadines,0,Primary,Female,0,Americas
Samoa,0,Primary,Female,0,Oceania
San Marino,0,Primary,Female,0,Europe
Saudi Arabia,3,Primary,Female,0,Asia
Senegal,21,Primary,Female,0,Africa
Serbia,2,Primary,Female,0,Europe
Seychelles,0,Primary,Female,0,Africa
Sierra Leone,2,Primary,Female,0,Africa
Singapore,0,Primary,Female,0,Asia
Slovakia,4,Primary,Female,0,Europe
Slovenia,0,Primary,Female,0,Europe
Solomon Islands,4,Primary,Female,0,Oceania
Somalia,0,Primary,Female,0,Africa
South Africa,10,Primary,Female,0,Africa
South Sudan,67,Primary,Female,1,Africa
Spain,3,Primary,Female,0,Europe
Sri Lanka,3,Primary,Female,0,Asia
Palestinian National Authority,3,Primary,Female,0,Asia
Sudan,35,Primary,Female,0,Africa
Suriname,11,Primary,Female,0,Americas
Sweden,0,Primary,Female,0,Europe
Switzerland,0,Primary,Female,0,Europe
Syria,28,Primary,Female,0,Asia
Tajikistan,2,Primary,Female,0,Asia
Thailand,0,Primary,Female,0,Asia
East Timor,3,Primary,Female,0,Asia
Togo,4,Primary,Female,0,Africa
Tokelau,0,Primary,Female,0,Oceania
Tonga,0,Primary,Female,0,Oceania
Trinidad and Tobago,0,Primary,Female,0,Americas
Tunisia,0,Primary,Female,0,Africa
Turkey,5,Primary,Female,0,Asia
Turkmenistan,0,Primary,Female,0,Asia
Turks and Caicos Islands,0,Primary,Female,0,Americas
Tuvalu,17,Primary,Female,0,Oceania
Uganda,3,Primary,Female,0,Africa
Ukraine,7,Primary,Female,0,Europe
United Arab Emirates,5,Primary,Female,0,Asia
United Kingdom,1,Primary,Female,0,Europe
Tanzania,12,Primary,Female,0,Africa
United States,1,Primary,Female,0,Americas
Uruguay,3,Primary,Female,0,Americas
Uzbekistan,2,Primary,Female,0,Asia
Vanuatu,7,Primary,Female,0,Oceania
Venezuela,10,Primary,Female,0,Americas
Vietnam,0,Primary,Female,0,Asia
Yemen,21,Primary,Female,0,Asia
Zambia,13,Primary,Female,0,Africa
Zimbabwe,0,Primary,Female,0,Africa
Afghanistan,0,Lower_Secondary,Male,0,Asia
Albania,6,Lower_Secondary,Male,0,Europe
Algeria,0,Lower_Secondary,Male,0,Africa
Andorra,0,Lower_Secondary,Male,0,Europe
Angola,0,Lower_Secondary,Male,0,Africa
Anguilla,0,Lower_Secondary,Male,0,Americas
Antigua and Barbuda,1,Lower_Secondary,Male,0,Americas
Argentina,0,Lower_Secondary,Male,0,Americas
Armenia,11,Lower_Secondary,Male,0,Asia
Australia,2,Lower_Secondary,Male,0,Oceania
Austria,1,Lower_Secondary,Male,0,Europe
Azerbaijan,0,Lower_Secondary,Male,0,Asia
The Bahamas,23,Lower_Secondary,Male,0,Americas
Bahrain,7,Lower_Secondary,Male,0,Asia
Bangladesh,0,Lower_Secondary,Male,0,Asia
Barbados,7,Lower_Secondary,Male,0,Americas
Belarus,1,Lower_Secondary,Male,0,Europe
Belgium,1,Lower_Secondary,Male,0,Europe
Belize,9,Lower_Secondary,Male,0,Americas
Benin,27,Lower_Secondary,Male,0,Africa
Bhutan,18,Lower_Secondary,Male,0,Asia
Bolivia,13,Lower_Secondary,Male,0,Americas
Bosnia and Herzegovina,0,Lower_Secondary,Male,0,Europe
Botswana,0,Lower_Secondary,Male,0,Africa
Brazil,2,Lower_Secondary,Male,0,Americas
British Virgin Islands,8,Lower_Secondary,Male,0,Americas
Brunei,0,Lower_Secondary,Male,0,Asia
Bulgaria,12,Lower_Secondary,Male,0,Europe
Burkina Faso,48,Lower_Secondary,Male,0,Africa
Burundi,36,Lower_Secondary,Male,0,Africa
Cape Verde,14,Lower_Secondary,Male,0,Africa
Cambodia,12,Lower_Secondary,Male,0,Asia
Cameroon,33,Lower_Secondary,Male,0,Africa
Canada,0,Lower_Secondary,Male,0,Americas
Central African Republic,0,Lower_Secondary,Male,0,Africa
Chad,55,Lower_Secondary,Male,1,Africa
Chile,5,Lower_Secondary,Male,0,Americas
China,0,Lower_Secondary,Male,0,Asia
Colombia,6,Lower_Secondary,Male,0,Americas
Comoros,20,Lower_Secondary,Male,0,Africa
Republic of the Congo,0,Lower_Secondary,Male,0,Africa
Cook Islands,4,Lower_Secondary,Male,0,Oceania
Costa Rica,3,Lower_Secondary,Male,0,Americas
Ivory Coast,41,Lower_Secondary,Male,0,Africa
Croatia,3,Lower_Secondary,Male,0,Europe
Cuba,10,Lower_Secondary,Male,0,Americas
Cyprus,2,Lower_Secondary,Male,0,Asia
Czech Republic,1,Lower_Secondary,Male,0,Europe
North Korea,0,Lower_Secondary,Male,0,Asia
Democratic Republic of the Congo,0,Lower_Secondary,Male,0,Africa
Denmark,0,Lower_Secondary,Male,0,Europe
Djibouti,48,Lower_Secondary,Male,0,Africa
Dominica,3,Lower_Secondary,Male,0,Americas
Dominican Republic,6,Lower_Secondary,Male,0,Americas
Ecuador,6,Lower_Secondary,Male,0,Americas
Egypt,3,Lower_Secondary,Male,0,Africa
El Salvador,17,Lower_Secondary,Male,0,Americas
Equatorial Guinea,0,Lower_Secondary,Male,0,Africa
Eritrea,32,Lower_Secondary,Male,0,Africa
Estonia,2,Lower_Secondary,Male,0,Europe
Eswatini,3,Lower_Secondary,Male,0,Africa
Ethiopia,45,Lower_Secondary,Male,0,Africa
Fiji,0,Lower_Secondary,Male,0,Oceania
Finland,1,Lower_Secondary,Male,0,Europe
France,1,Lower_Secondary,Male,0,Europe
Gabon,0,Lower_Secondary,Male,0,Africa
The Gambia,0,Lower_Secondary,Male,0,Africa
Georgia,1,Lower_Secondary,Male,0,Asia
Germany,6,Lower_Secondary,Male,0,Europe
Ghana,13,Lower_Secondary,Male,0,Africa
Greece,3,Lower_Secondary,Male,0,Europe
Grenada,0,Lower_Secondary,Male,0,Americas
Guatemala,30,Lower_Secondary,Male,0,Americas
Guinea,43,Lower_Secondary,Male,0,Africa
Guinea0Bissau,0,Lower_Secondary,Male,0,Africa
Guyana,0,Lower_Secondary,Male,0,Americas
Haiti,0,Lower_Secondary,Male,0,Americas
Vatican City,0,Lower_Secondary,Male,0,Europe
Honduras,44,Lower_Secondary,Male,0,Americas
Hungary,3,Lower_Secondary,Male,0,Europe
Iceland,1,Lower_Secondary,Male,0,Europe
India,18,Lower_Secondary,Male,0,Asia
Indonesia,19,Lower_Secondary,Male,0,Asia
Iran,3,Lower_Secondary,Male,0,Asia
Iraq,0,Lower_Secondary,Male,0,Asia
Republic of Ireland,0,Lower_Secondary,Male,0,Europe
Israel,0,Lower_Secondary,Male,0,Asia
Italy,2,Lower_Secondary,Male,0,Europe
Jamaica,19,Lower_Secondary,Male,0,Americas
Japan,0,Lower_Secondary,Male,0,Asia
Jordan,29,Lower_Secondary,Male,0,Asia
Kazakhstan,0,Lower_Secondary,Male,0,Asia
Kenya,0,Lower_Secondary,Male,0,Africa
Kiribati,0,Lower_Secondary,Male,0,Oceania
Kuwait,9,Lower_Secondary,Male,0,Asia
Kyrgyzstan,2,Lower_Secondary,Male,0,Asia
Laos,27,Lower_Secondary,Male,0,Asia
Latvia,1,Lower_Secondary,Male,0,Europe
Lebanon,0,Lower_Secondary,Male,0,Asia
Lesotho,21,Lower_Secondary,Male,0,Africa
Liberia,17,Lower_Secondary,Male,0,Africa
Libya,0,Lower_Secondary,Male,0,Africa
Liechtenstein,1,Lower_Secondary,Male,0,Europe
Lithuania,0,Lower_Secondary,Male,0,Europe
Luxembourg,4,Lower_Secondary,Male,0,Europe
Madagascar,31,Lower_Secondary,Male,0,Africa
Malawi,19,Lower_Secondary,Male,0,Africa
Malaysia,15,Lower_Secondary,Male,0,Asia
Maldives,0,Lower_Secondary,Male,0,Asia
Mali,49,Lower_Secondary,Male,0,Africa
Malta,2,Lower_Secondary,Male,0,Europe
Marshall Islands,33,Lower_Secondary,Male,0,Oceania
Mauritania,31,Lower_Secondary,Male,0,Africa
Mauritius,6,Lower_Secondary,Male,0,Africa
Mexico,9,Lower_Secondary,Male,0,Americas
Federated States of Micronesia,15,Lower_Secondary,Male,0,Oceania
Monaco,0,Lower_Secondary,Male,0,Europe
Mongolia,8,Lower_Secondary,Male,0,Asia
Montenegro,8,Lower_Secondary,Male,0,Europe
Montserrat,0,Lower_Secondary,Male,0,Americas
Morocco,8,Lower_Secondary,Male,0,Africa
Mozambique,39,Lower_Secondary,Male,0,Africa
Myanmar,22,Lower_Secondary,Male,0,Asia
Namibia,0,Lower_Secondary,Male,0,Africa
Nauru,13,Lower_Secondary,Male,0,Oceania
Nepal,4,Lower_Secondary,Male,0,Asia
Netherlands,3,Lower_Secondary,Male,0,Europe
New Zealand,1,Lower_Secondary,Male,0,Oceania
Nicaragua,0,Lower_Secondary,Male,0,Americas
Niger,61,Lower_Secondary,Male,1,Africa
Nigeria,0,Lower_Secondary,Male,0,Africa
Niue,0,Lower_Secondary,Male,0,Oceania
North Macedonia,0,Lower_Secondary,Male,0,Europe
Norway,0,Lower_Secondary,Male,0,Europe
Oman,0,Lower_Secondary,Male,0,Asia
Pakistan,0,Lower_Secondary,Male,0,Asia
Palau,0,Lower_Secondary,Male,0,Oceania
Panama,13,Lower_Secondary,Male,0,Americas
Papua New Guinea,10,Lower_Secondary,Male,0,Oceania
Paraguay,0,Lower_Secondary,Male,0,Americas
Peru,3,Lower_Secondary,Male,0,Americas
Philippines,14,Lower_Secondary,Male,0,Asia
Poland,1,Lower_Secondary,Male,0,Europe
Portugal,0,Lower_Secondary,Male,0,Europe
Qatar,1,Lower_Secondary,Male,0,Asia
South Korea,3,Lower_Secondary,Male,0,Asia
Moldova,15,Lower_Secondary,Male,0,Europe
Romania,9,Lower_Secondary,Male,0,Europe
Russia,2,Lower_Secondary,Male,0,Europe
Rwanda,6,Lower_Secondary,Male,0,Africa
Saint Kitts and Nevis,0,Lower_Secondary,Male,0,Americas
Saint Lucia,9,Lower_Secondary,Male,0,Americas
Saint Vincent and the Grenadines,1,Lower_Secondary,Male,0,Americas
Samoa,0,Lower_Secondary,Male,0,Oceania
San Marino,0,Lower_Secondary,Male,0,Europe
Saudi Arabia,0,Lower_Secondary,Male,0,Asia
Senegal,0,Lower_Secondary,Male,0,Africa
Serbia,2,Lower_Secondary,Male,0,Europe
Seychelles,0,Lower_Secondary,Male,0,Africa
Sierra Leone,49,Lower_Secondary,Male,0,Africa
Singapore,0,Lower_Secondary,Male,0,Asia
Slovakia,5,Lower_Secondary,Male,0,Europe
Slovenia,2,Lower_Secondary,Male,0,Europe
Solomon Islands,0,Lower_Secondary,Male,0,Oceania
Somalia,0,Lower_Secondary,Male,0,Africa
South Africa,16,Lower_Secondary,Male,0,Africa
South Sudan,49,Lower_Secondary,Male,0,Africa
Spain,1,Lower_Secondary,Male,0,Europe
Sri Lanka,0,Lower_Secondary,Male,0,Asia
Palestinian National Authority,4,Lower_Secondary,Male,0,Asia
Sudan,33,Lower_Secondary,Male,0,Africa
Suriname,19,Lower_Secondary,Male,0,Americas
Sweden,0,Lower_Secondary,Male,0,Europe
Switzerland,1,Lower_Secondary,Male,0,Europe
Syria,37,Lower_Secondary,Male,0,Asia
Tajikistan,0,Lower_Secondary,Male,0,Asia
Thailand,0,Lower_Secondary,Male,0,Asia
East Timor,12,Lower_Secondary,Male,0,Asia
Togo,15,Lower_Secondary,Male,0,Africa
Tokelau,0,Lower_Secondary,Male,0,Oceania
Tonga,6,Lower_Secondary,Male,0,Oceania
Trinidad and Tobago,0,Lower_Secondary,Male,0,Americas
Tunisia,0,Lower_Secondary,Male,0,Africa
Turkey,6,Lower_Secondary,Male,0,Asia
Turkmenistan,0,Lower_Secondary,Male,0,Asia
Turks and Caicos Islands,22,Lower_Secondary,Male,0,Americas
Tuvalu,27,Lower_Secondary,Male,0,Oceania
Uganda,0,Lower_Secondary,Male,0,Africa
Ukraine,4,Lower_Secondary,Male,0,Europe
United Arab Emirates,2,Lower_Secondary,Male,0,Asia
United Kingdom,2,Lower_Secondary,Male,0,Europe
Tanzania,0,Lower_Secondary,Male,0,Africa
United States,3,Lower_Secondary,Male,0,Americas
Uruguay,1,Lower_Secondary,Male,0,Americas
Uzbekistan,0,Lower_Secondary,Male,0,Asia
Vanuatu,2,Lower_Secondary,Male,0,Oceania
Venezuela,15,Lower_Secondary,Male,0,Americas
Vietnam,0,Lower_Secondary,Male,0,Asia
Yemen,23,Lower_Secondary,Male,0,Asia
Zambia,0,Lower_Secondary,Male,0,Africa
Zimbabwe,0,Lower_Secondary,Male,0,Africa
Afghanistan,0,Lower_Secondary,Female,0,Asia
Albania,1,Lower_Secondary,Female,0,Europe
Algeria,0,Lower_Secondary,Female,0,Africa
Andorra,0,Lower_Secondary,Female,0,Europe
Angola,0,Lower_Secondary,Female,0,Africa
Anguilla,0,Lower_Secondary,Female,0,Americas
Antigua and Barbuda,2,Lower_Secondary,Female,0,Americas
Argentina,0,Lower_Secondary,Female,0,Americas
Armenia,9,Lower_Secondary,Female,0,Asia
Australia,3,Lower_Secondary,Female,0,Oceania
Austria,0,Lower_Secondary,Female,0,Europe
Azerbaijan,0,Lower_Secondary,Female,0,Asia
The Bahamas,21,Lower_Secondary,Female,0,Americas
Bahrain,0,Lower_Secondary,Female,0,Asia
Bangladesh,0,Lower_Secondary,Female,0,Asia
Barbados,3,Lower_Secondary,Female,0,Americas
Belarus,1,Lower_Secondary,Female,0,Europe
Belgium,1,Lower_Secondary,Female,0,Europe
Belize,11,Lower_Secondary,Female,0,Americas
Benin,43,Lower_Secondary,Female,0,Africa
Bhutan,6,Lower_Secondary,Female,0,Asia
Bolivia,14,Lower_Secondary,Female,0,Americas
Bosnia and Herzegovina,0,Lower_Secondary,Female,0,Europe
Botswana,0,Lower_Secondary,Female,0,Africa
Brazil,3,Lower_Secondary,Female,0,Americas
British Virgin Islands,7,Lower_Secondary,Female,0,Americas
Brunei,0,Lower_Secondary,Female,0,Asia
Bulgaria,13,Lower_Secondary,Female,0,Europe
Burkina Faso,44,Lower_Secondary,Female,0,Africa
Burundi,31,Lower_Secondary,Female,0,Africa
Cape Verde,13,Lower_Secondary,Female,0,Africa
Cambodia,14,Lower_Secondary,Female,0,Asia
Cameroon,40,Lower_Secondary,Female,0,Africa
Canada,0,Lower_Secondary,Female,0,Americas
Central African Republic,0,Lower_Secondary,Female,0,Africa
Chad,70,Lower_Secondary,Female,1,Africa
Chile,6,Lower_Secondary,Female,0,Americas
China,0,Lower_Secondary,Female,0,Asia
Colombia,5,Lower_Secondary,Female,0,Americas
Comoros,18,Lower_Secondary,Female,0,Africa
Republic of the Congo,0,Lower_Secondary,Female,0,Africa
Cook Islands,6,Lower_Secondary,Female,0,Oceania
Costa Rica,1,Lower_Secondary,Female,0,Americas
Ivory Coast,48,Lower_Secondary,Female,0,Africa
Croatia,1,Lower_Secondary,Female,0,Europe
Cuba,10,Lower_Secondary,Female,0,Americas
Cyprus,2,Lower_Secondary,Female,0,Asia
Czech Republic,2,Lower_Secondary,Female,0,Europe
North Korea,0,Lower_Secondary,Female,0,Asia
Democratic Republic of the Congo,0,Lower_Secondary,Female,0,Africa
Denmark,1,Lower_Secondary,Female,0,Europe
Djibouti,48,Lower_Secondary,Female,0,Africa
Dominica,1,Lower_Secondary,Female,0,Americas
Dominican Republic,6,Lower_Secondary,Female,0,Americas
Ecuador,3,Lower_Secondary,Female,0,Americas
Egypt,2,Lower_Secondary,Female,0,Africa
El Salvador,17,Lower_Secondary,Female,0,Americas
Equatorial Guinea,0,Lower_Secondary,Female,0,Africa
Eritrea,40,Lower_Secondary,Female,0,Africa
Estonia,0,Lower_Secondary,Female,0,Europe
Eswatini,3,Lower_Secondary,Female,0,Africa
Ethiopia,49,Lower_Secondary,Female,0,Africa
Fiji,0,Lower_Secondary,Female,0,Oceania
Finland,0,Lower_Secondary,Female,0,Europe
France,1,Lower_Secondary,Female,0,Europe
Gabon,0,Lower_Secondary,Female,0,Africa
The Gambia,0,Lower_Secondary,Female,0,Africa
Georgia,2,Lower_Secondary,Female,0,Asia
Germany,4,Lower_Secondary,Female,0,Europe
Ghana,8,Lower_Secondary,Female,0,Africa
Greece,5,Lower_Secondary,Female,0,Europe
Grenada,0,Lower_Secondary,Female,0,Americas
Guatemala,35,Lower_Secondary,Female,0,Americas
Guinea,60,Lower_Secondary,Female,1,Africa
Guinea0Bissau,0,Lower_Secondary,Female,0,Africa
Guyana,0,Lower_Secondary,Female,0,Americas
Haiti,0,Lower_Secondary,Female,0,Americas
Vatican City,0,Lower_Secondary,Female,0,Europe
Honduras,31,Lower_Secondary,Female,0,Americas
Hungary,3,Lower_Secondary,Female,0,Europe
Iceland,0,Lower_Secondary,Female,0,Europe
India,12,Lower_Secondary,Female,0,Asia
Indonesia,14,Lower_Secondary,Female,0,Asia
Iran,6,Lower_Secondary,Female,0,Asia
Iraq,0,Lower_Secondary,Female,0,Asia
Republic of Ireland,0,Lower_Secondary,Female,0,Europe
Israel,0,Lower_Secondary,Female,0,Asia
Italy,2,Lower_Secondary,Female,0,Europe
Jamaica,17,Lower_Secondary,Female,0,Americas
Japan,0,Lower_Secondary,Female,0,Asia
Jordan,30,Lower_Secondary,Female,0,Asia
Kazakhstan,0,Lower_Secondary,Female,0,Asia
Kenya,0,Lower_Secondary,Female,0,Africa
Kiribati,0,Lower_Secondary,Female,0,Oceania
Kuwait,4,Lower_Secondary,Female,0,Asia
Kyrgyzstan,3,Lower_Secondary,Female,0,Asia
Laos,28,Lower_Secondary,Female,0,Asia
Latvia,1,Lower_Secondary,Female,0,Europe
Lebanon,0,Lower_Secondary,Female,0,Asia
Lesotho,13,Lower_Secondary,Female,0,Africa
Liberia,26,Lower_Secondary,Female,0,Africa
Libya,0,Lower_Secondary,Female,0,Africa
Liechtenstein,7,Lower_Secondary,Female,0,Europe
Lithuania,0,Lower_Secondary,Female,0,Europe
Luxembourg,5,Lower_Secondary,Female,0,Europe
Madagascar,29,Lower_Secondary,Female,0,Africa
Malawi,18,Lower_Secondary,Female,0,Africa
Malaysia,12,Lower_Secondary,Female,0,Asia
Maldives,0,Lower_Secondary,Female,0,Asia
Mali,56,Lower_Secondary,Female,1,Africa
Malta,1,Lower_Secondary,Female,0,Europe
Marshall Islands,29,Lower_Secondary,Female,0,Oceania
Mauritania,25,Lower_Secondary,Female,0,Africa
Mauritius,4,Lower_Secondary,Female,0,Africa
Mexico,7,Lower_Secondary,Female,0,Americas
Federated States of Micronesia,10,Lower_Secondary,Female,0,Oceania
Monaco,0,Lower_Secondary,Female,0,Europe
Mongolia,7,Lower_Secondary,Female,0,Asia
Montenegro,7,Lower_Secondary,Female,0,Europe
Montserrat,0,Lower_Secondary,Female,0,Americas
Morocco,11,Lower_Secondary,Female,0,Africa
Mozambique,47,Lower_Secondary,Female,0,Africa
Myanmar,20,Lower_Secondary,Female,0,Asia
Namibia,0,Lower_Secondary,Female,0,Africa
Nauru,4,Lower_Secondary,Female,0,Oceania
Nepal,1,Lower_Secondary,Female,0,Asia
Netherlands,2,Lower_Secondary,Female,0,Europe
New Zealand,1,Lower_Secondary,Female,0,Oceania
Nicaragua,0,Lower_Secondary,Female,0,Americas
Niger,69,Lower_Secondary,Female,1,Africa
Nigeria,0,Lower_Secondary,Female,0,Africa
Niue,0,Lower_Secondary,Female,0,Oceania
North Macedonia,0,Lower_Secondary,Female,0,Europe
Norway,1,Lower_Secondary,Female,0,Europe
Oman,0,Lower_Secondary,Female,0,Asia
Pakistan,0,Lower_Secondary,Female,0,Asia
Palau,0,Lower_Secondary,Female,0,Oceania
Panama,12,Lower_Secondary,Female,0,Americas
Papua New Guinea,19,Lower_Secondary,Female,0,Oceania
Paraguay,0,Lower_Secondary,Female,0,Americas
Peru,3,Lower_Secondary,Female,0,Americas
Philippines,7,Lower_Secondary,Female,0,Asia
Poland,3,Lower_Secondary,Female,0,Europe
Portugal,0,Lower_Secondary,Female,0,Europe
Qatar,9,Lower_Secondary,Female,0,Asia
South Korea,3,Lower_Secondary,Female,0,Asia
Moldova,16,Lower_Secondary,Female,0,Europe
Romania,9,Lower_Secondary,Female,0,Europe
Russia,1,Lower_Secondary,Female,0,Europe
Rwanda,2,Lower_Secondary,Female,0,Africa
Saint Kitts and Nevis,0,Lower_Secondary,Female,0,Americas
Saint Lucia,10,Lower_Secondary,Female,0,Americas
Saint Vincent and the Grenadines,2,Lower_Secondary,Female,0,Americas
Samoa,0,Lower_Secondary,Female,0,Oceania
San Marino,0,Lower_Secondary,Female,0,Europe
Saudi Arabia,3,Lower_Secondary,Female,0,Asia
Senegal,0,Lower_Secondary,Female,0,Africa
Serbia,2,Lower_Secondary,Female,0,Europe
Seychelles,0,Lower_Secondary,Female,0,Africa
Sierra Leone,49,Lower_Secondary,Female,0,Africa
Singapore,1,Lower_Secondary,Female,0,Asia
Slovakia,5,Lower_Secondary,Female,0,Europe
Slovenia,1,Lower_Secondary,Female,0,Europe
Solomon Islands,0,Lower_Secondary,Female,0,Oceania
Somalia,0,Lower_Secondary,Female,0,Africa
South Africa,13,Lower_Secondary,Female,0,Africa
South Sudan,63,Lower_Secondary,Female,1,Africa
Spain,1,Lower_Secondary,Female,0,Europe
Sri Lanka,0,Lower_Secondary,Female,0,Asia
Palestinian National Authority,1,Lower_Secondary,Female,0,Asia
Sudan,35,Lower_Secondary,Female,0,Africa
Suriname,11,Lower_Secondary,Female,0,Americas
Sweden,0,Lower_Secondary,Female,0,Europe
Switzerland,1,Lower_Secondary,Female,0,Europe
Syria,39,Lower_Secondary,Female,0,Asia
Tajikistan,0,Lower_Secondary,Female,0,Asia
Thailand,0,Lower_Secondary,Female,0,Asia
East Timor,9,Lower_Secondary,Female,0,Asia
Togo,28,Lower_Secondary,Female,0,Africa
Tokelau,0,Lower_Secondary,Female,0,Oceania
Tonga,4,Lower_Secondary,Female,0,Oceania
Trinidad and Tobago,0,Lower_Secondary,Female,0,Americas
Tunisia,0,Lower_Secondary,Female,0,Africa
Turkey,7,Lower_Secondary,Female,0,Asia
Turkmenistan,0,Lower_Secondary,Female,0,Asia
Turks and Caicos Islands,17,Lower_Secondary,Female,0,Americas
Tuvalu,32,Lower_Secondary,Female,0,Oceania
Uganda,0,Lower_Secondary,Female,0,Africa
Ukraine,3,Lower_Secondary,Female,0,Europe
United Arab Emirates,3,Lower_Secondary,Female,0,Asia
United Kingdom,2,Lower_Secondary,Female,0,Europe
